Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5368287,Mitochondrial translation,1,102,0.006928877,0.518121991,0.518121991,13,17,0.001285056,9606,Homo sapiens,ERAL1,,R-HSA-5389842;R-HSA-5419281;R-HSA-5368279;R-HSA-5389848;R-HSA-5389849;R-HSA-5419261;R-HSA-5419264;R-HSA-5389857;R-HSA-5419271;R-HSA-5419273;R-HSA-5419279;R-HSA-5389839;R-HSA-5419277
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1,106,0.007200598,0.53177108,0.53177108,1,2,1.51E-04,9606,Homo sapiens,FRS2,,R-HSA-2400009
R-HSA-5687128,MAPK6/MAPK4 signaling,1,106,0.007200598,0.53177108,0.53177108,2,40,0.00302366,9606,Homo sapiens,ASH2L,,R-HSA-5692768;R-HSA-5692781
R-HSA-422356,Regulation of insulin secretion,1,106,0.007200598,0.53177108,0.53177108,1,34,0.002570111,9606,Homo sapiens,STX1A,,R-HSA-265166
R-HSA-190236,Signaling by FGFR,1,107,0.007268528,0.535123083,0.535123083,64,142,0.010733993,9606,Homo sapiens,FRS2,,R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654620;R-HSA-5654618;R-HSA-5654596;R-HSA-5654594;R-HSA-5654592;R-HSA-5654734;R-HSA-5654607;R-HSA-5654730;R-HSA-5654729;R-HSA-5654643;R-HSA-8941613;R-HSA-5654640;R-HSA-5654641;R-HSA-5654655;R-HSA-5654399;R-HSA-5654397;R-HSA-5654392;R-HSA-5654631;R-HSA-8941628;R-HSA-8941618;R-HSA-5654637;R-HSA-5654633;R-HSA-8941623;R-HSA-5654422;R-HSA-5654679;R-HSA-5654677;R-HSA-5654418;R-HSA-5654416;R-HSA-5654672;R-HSA-5654673;R-HSA-5654684;R-HSA-5654662;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-5654413;R-HSA-5654669;R-HSA-5654667;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-5654709;R-HSA-5654705;R-HSA-5654591;R-HSA-5654717;R-HSA-5654586;R-HSA-5654714;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654692;R-HSA-5654565;R-HSA-5654690;R-HSA-5654562;R-HSA-5654560;R-HSA-5654575;R-HSA-5654701;R-HSA-5654697;R-HSA-5654569
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,1,107,0.007268528,0.535123083,0.535123083,2,11,8.32E-04,9606,Homo sapiens,KIFC2,,R-HSA-6811426;R-HSA-6811423
R-HSA-5653656,Vesicle-mediated transport,6,825,0.056042388,0.53976998,0.53976998,28,252,0.019049059,9606,Homo sapiens,TPD52;YTHDF1;CTTN;KIFC2;STX16;YWHAZ,,R-HSA-6811431;R-HSA-8868230;R-HSA-421831;R-HSA-6811426;R-HSA-421836;R-HSA-8868236;R-HSA-1445149;R-HSA-421835;R-HSA-6811433;R-HSA-421833;R-HSA-8871194;R-HSA-8871193;R-HSA-6814671;R-HSA-8868651;R-HSA-8868648;R-HSA-6814678;R-HSA-8868661;R-HSA-8868660;R-HSA-6814676;R-HSA-8868659;R-HSA-8868658;R-HSA-6814674;R-HSA-1454689;R-HSA-6811423;R-HSA-8869438;R-HSA-6814684;R-HSA-6814683;R-HSA-6814682
R-HSA-193704,p75 NTR receptor-mediated signalling,1,109,0.007404388,0.541755946,0.541755946,1,50,0.003779575,9606,Homo sapiens,ASH2L,,R-HSA-205039
R-HSA-70171,Glycolysis,1,110,0.007472318,0.54503714,0.54503714,1,24,0.001814196,9606,Homo sapiens,NUP107,,R-HSA-170796
R-HSA-9614085,FOXO-mediated transcription,1,110,0.007472318,0.54503714,0.54503714,3,85,0.006425278,9606,Homo sapiens,YWHAZ,,R-HSA-9614562;R-HSA-9614423;R-HSA-9614564
R-HSA-8939211,ESR-mediated signaling,2,256,0.017390123,0.546974433,0.546974433,7,110,0.008315065,9606,Homo sapiens,CCND1,,R-HSA-9009065;R-HSA-9009371;R-HSA-9011949;R-HSA-9623355;R-HSA-9011952;R-HSA-9009378;R-HSA-9623341
R-HSA-157579,Telomere Maintenance,1,111,0.007540249,0.548295061,0.548295061,28,34,0.002570111,9606,Homo sapiens,TERF1,,R-HSA-9670101;R-HSA-181450;R-HSA-164617;R-HSA-164620;R-HSA-163090;R-HSA-9670149;R-HSA-163099;R-HSA-174427;R-HSA-163096;R-HSA-174425;R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-9686521;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-9686524;R-HSA-174451;R-HSA-9670114;R-HSA-174448;R-HSA-163120;R-HSA-174452;R-HSA-174456;R-HSA-176702;R-HSA-176700
R-HSA-192105,Synthesis of bile acids and bile salts,1,111,0.007540249,0.548295061,0.548295061,1,83,0.006274095,9606,Homo sapiens,ADRM1,,R-HSA-8867667
R-HSA-15869,Metabolism of nucleotides,2,257,0.017458053,0.549088627,0.549088627,5,136,0.010280444,9606,Homo sapiens,RRM2B;SRGAP1,,R-HSA-8866405;R-HSA-73571;R-HSA-73573;R-HSA-73577;R-HSA-111804
R-HSA-611105,Respiratory electron transport,1,115,0.007811969,0.561097274,0.561097274,1,19,0.001436239,9606,Homo sapiens,COX6C,,R-HSA-163214
R-HSA-5619507,Activation of HOX genes during differentiation,1,116,0.007879899,0.564241263,0.564241263,25,43,0.003250435,9606,Homo sapiens,ASH2L,,R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-6810161;R-HSA-5617859;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617661;R-HSA-5617471;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,1,116,0.007879899,0.564241263,0.564241263,25,43,0.003250435,9606,Homo sapiens,ASH2L,,R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-6810161;R-HSA-5617859;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617661;R-HSA-5617471;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896
R-HSA-211000,Gene Silencing by RNA,1,117,0.00794783,0.567362943,0.567362943,1,36,0.002721294,9606,Homo sapiens,NUP107,,R-HSA-5578744
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,1,121,0.00821955,0.579629701,0.579629701,1,5,3.78E-04,9606,Homo sapiens,NUP107,,R-HSA-9648114
R-HSA-194068,Bile acid and bile salt metabolism,1,121,0.00821955,0.579629701,0.579629701,1,94,0.007105601,9606,Homo sapiens,ADRM1,,R-HSA-8867667
R-HSA-418346,Platelet homeostasis,1,123,0.008355411,0.585633254,0.585633254,1,30,0.002267745,9606,Homo sapiens,ATP2A2,,R-HSA-418365
R-HSA-5619115,Disorders of transmembrane transporters,2,280,0.019020447,0.595816585,0.595816585,2,87,0.006576461,9606,Homo sapiens,NUP107;SLC39A4,,R-HSA-5661474;R-HSA-5654125
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1,129,0.008762992,0.603139048,0.603139048,1,7,5.29E-04,9606,Homo sapiens,FRS2,,R-HSA-2316434
R-HSA-2029485,Role of phospholipids in phagocytosis,1,129,0.008762992,0.603139048,0.603139048,1,12,9.07E-04,9606,Homo sapiens,PPAPDC1B,,R-HSA-2029468
R-HSA-72737,Cap-dependent Translation Initiation,1,130,0.008830922,0.605984597,0.605984597,1,18,0.001360647,9606,Homo sapiens,EIF4EBP1,,R-HSA-72622
R-HSA-72613,Eukaryotic Translation Initiation,1,130,0.008830922,0.605984597,0.605984597,1,21,0.001587422,9606,Homo sapiens,EIF4EBP1,,R-HSA-72622
R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,1,131,0.008898852,0.608809936,0.608809936,1,49,0.003703984,9606,Homo sapiens,GNPNAT1,,R-HSA-449734
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,1,134,0.009102642,0.61716611,0.61716611,4,8,6.05E-04,9606,Homo sapiens,NUP107,,R-HSA-2484822;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821
R-HSA-68875,Mitotic Prophase,1,135,0.009170573,0.61991202,0.61991202,2,34,0.002570111,9606,Homo sapiens,NUP107,,R-HSA-2990880;R-HSA-2990882
R-HSA-199418,Negative regulation of the PI3K/AKT network,1,137,0.009306433,0.625345452,0.625345452,1,10,7.56E-04,9606,Homo sapiens,FRS2,,R-HSA-2316434
R-HSA-73886,Chromosome Maintenance,1,138,0.009374363,0.628033246,0.628033246,28,38,0.002872477,9606,Homo sapiens,TERF1,,R-HSA-9670101;R-HSA-181450;R-HSA-164617;R-HSA-164620;R-HSA-163090;R-HSA-9670149;R-HSA-163099;R-HSA-174427;R-HSA-163096;R-HSA-174425;R-HSA-174438;R-HSA-174439;R-HSA-9668597;R-HSA-9686521;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-9686524;R-HSA-174451;R-HSA-9670114;R-HSA-174448;R-HSA-163120;R-HSA-174452;R-HSA-174456;R-HSA-176702;R-HSA-176700
R-HSA-6809371,Formation of the cornified envelope,1,138,0.009374363,0.628033246,0.628033246,9,27,0.002040971,9606,Homo sapiens,EVPL,,R-HSA-6811539;R-HSA-6814387;R-HSA-6814734;R-HSA-6810894;R-HSA-6814764;R-HSA-6810843;R-HSA-6814187;R-HSA-6814298;R-HSA-6810937
R-HSA-70326,Glucose metabolism,1,140,0.009510223,0.633351669,0.633351669,1,50,0.003779575,9606,Homo sapiens,NUP107,,R-HSA-170796
R-HSA-5576891,Cardiac conduction,1,143,0.009714014,0.641188392,0.641188392,1,27,0.002040971,9606,Homo sapiens,ATP2A2,,R-HSA-427910
R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,1,144,0.009781944,0.643763583,0.643763583,1,95,0.007181193,9606,Homo sapiens,YTHDF1,,R-HSA-2201293
R-HSA-163685,Integration of energy metabolism,1,145,0.009849874,0.646320468,0.646320468,1,62,0.004686673,9606,Homo sapiens,STX1A,,R-HSA-265166
R-HSA-8878166,Transcriptional regulation by RUNX2,1,147,0.009985735,0.651379829,0.651379829,1,84,0.006349686,9606,Homo sapiens,CCND1,,R-HSA-9008412
R-HSA-2132295,MHC class II antigen presentation,1,148,0.010053665,0.653882561,0.653882561,4,26,0.001965379,9606,Homo sapiens,YTHDF1,,R-HSA-2130641;R-HSA-8951498;R-HSA-2130725;R-HSA-2130619
R-HSA-8856688,Golgi-to-ER retrograde transport,1,148,0.010053665,0.653882561,0.653882561,2,18,0.001360647,9606,Homo sapiens,KIFC2,,R-HSA-6811426;R-HSA-6811423
R-HSA-5663220,RHO GTPases Activate Formins,1,149,0.010121595,0.656367496,0.656367496,3,27,0.002040971,9606,Homo sapiens,NUP107,,R-HSA-5666160;R-HSA-5666129;R-HSA-5666169
R-HSA-162909,Host Interactions of HIV factors,1,150,0.010189525,0.65883476,0.65883476,5,54,0.004081941,9606,Homo sapiens,NUP107,,R-HSA-165043;R-HSA-180710;R-HSA-165047;R-HSA-180622;R-HSA-180732
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",1,150,0.010189525,0.65883476,0.65883476,1,31,0.002343337,9606,Homo sapiens,COX6C,,R-HSA-163214
R-HSA-2980736,Peptide hormone metabolism,1,152,0.010325386,0.663716768,0.663716768,1,63,0.004762265,9606,Homo sapiens,STX1A,,R-HSA-9023173
R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",1,159,0.010800897,0.680265153,0.680265153,1,63,0.004762265,9606,Homo sapiens,GNPNAT1,,R-HSA-449734
R-HSA-449147,Signaling by Interleukins,4,647,0.043950819,0.682597036,0.682597036,4,493,0.037266611,9606,Homo sapiens,CCND1;YWHAZ;STX1A,,R-HSA-6790036;R-HSA-912757;R-HSA-449117;R-HSA-914182
R-HSA-1266738,Developmental Biology,8,1263,0.085795802,0.687685754,0.687685754,42,556,0.042028876,9606,Homo sapiens,YTHDF1;FRS2;ASH2L;BRCA1;EVPL;SRGAP1;STX1A,,R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-6814764;R-HSA-8855564;R-HSA-6814187;R-HSA-3928617;R-HSA-6814387;R-HSA-376145;R-HSA-6810161;R-HSA-5617859;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-6810937;R-HSA-5621002;R-HSA-5617866;R-HSA-3928612;R-HSA-5682802;R-HSA-5617661;R-HSA-6814734;R-HSA-6810894;R-HSA-5617471;R-HSA-555065;R-HSA-428533;R-HSA-6811539;R-HSA-392752;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-6810843;R-HSA-5617896;R-HSA-6814298
R-HSA-162599,Late Phase of HIV Life Cycle,1,165,0.011208478,0.693805707,0.693805707,2,78,0.005896137,9606,Homo sapiens,NUP107,,R-HSA-165043;R-HSA-165047
R-HSA-425366,"Transport of bile salts and organic acids, metal ions and amine compounds",1,165,0.011208478,0.693805707,0.693805707,1,67,0.005064631,9606,Homo sapiens,SLC39A4,,R-HSA-442422
R-HSA-3858494,Beta-catenin independent WNT signaling,1,166,0.011276408,0.696006573,0.696006573,2,51,0.003855167,9606,Homo sapiens,SCRIB,,R-HSA-4608866;R-HSA-4608862
R-HSA-72766,Translation,2,339,0.023028327,0.699005937,0.699005937,14,99,0.007483559,9606,Homo sapiens,EIF4EBP1;ERAL1,,R-HSA-5389842;R-HSA-5419281;R-HSA-5368279;R-HSA-5389848;R-HSA-5389849;R-HSA-72622;R-HSA-5419261;R-HSA-5419264;R-HSA-5389857;R-HSA-5419271;R-HSA-5419273;R-HSA-5419279;R-HSA-5389839;R-HSA-5419277
R-HSA-6807070,PTEN Regulation,1,171,0.011616059,0.706778058,0.706778058,1,56,0.004233124,9606,Homo sapiens,BRCA1,,R-HSA-8850945
R-HSA-9610379,HCMV Late Events,1,175,0.011887779,0.715122332,0.715122332,2,19,0.001436239,9606,Homo sapiens,NUP107,,R-HSA-9636128;R-HSA-9629004
R-HSA-168273,Influenza Viral RNA Transcription and Replication,1,176,0.01195571,0.717171381,0.717171381,2,14,0.001058281,9606,Homo sapiens,NUP107,,R-HSA-192627;R-HSA-192925
R-HSA-162587,HIV Life Cycle,1,182,0.012363291,0.729162682,0.729162682,2,117,0.008844206,9606,Homo sapiens,NUP107,,R-HSA-165043;R-HSA-165047
R-HSA-168898,Toll-like Receptor Cascades,1,185,0.012567081,0.734968089,0.734968089,1,185,0.013984428,9606,Homo sapiens,YTHDF1,,R-HSA-2201293
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,1,189,0.012838802,0.742517314,0.742517314,2,7,5.29E-04,9606,Homo sapiens,BOP1,,R-HSA-6791219;R-HSA-6791228
R-HSA-109581,Apoptosis,1,189,0.012838802,0.742517314,0.742517314,2,141,0.010658402,9606,Homo sapiens,YWHAZ,,R-HSA-139906;R-HSA-139899
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,1,193,0.013110522,0.749853495,0.749853495,1,42,0.003174843,9606,Homo sapiens,PPAPDC1B,,R-HSA-2029468
R-HSA-168255,Influenza Infection,1,200,0.013586034,0.762196996,0.762196996,5,59,0.004459899,9606,Homo sapiens,NUP107,,R-HSA-192627;R-HSA-168880;R-HSA-168337;R-HSA-1176059;R-HSA-192925
R-HSA-9006931,Signaling by Nuclear Receptors,2,385,0.026153115,0.763645031,0.763645031,7,191,0.014437977,9606,Homo sapiens,CCND1,,R-HSA-9009065;R-HSA-9009371;R-HSA-9011949;R-HSA-9623355;R-HSA-9011952;R-HSA-9009378;R-HSA-9623341
R-HSA-8868773,rRNA processing in the nucleus and cytosol,1,207,0.014061545,0.773936923,0.773936923,2,15,0.001133873,9606,Homo sapiens,BOP1,,R-HSA-6791219;R-HSA-6791228
R-HSA-5617833,Cilium Assembly,1,208,0.014129475,0.775566507,0.775566507,8,50,0.003779575,9606,Homo sapiens,TUBG1,,R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009
R-HSA-5683057,MAPK family signaling cascades,2,403,0.027375858,0.785505098,0.785505098,3,122,0.009222163,9606,Homo sapiens,FRS2;ASH2L,,R-HSA-5672965;R-HSA-5692768;R-HSA-5692781
R-HSA-9609690,HCMV Early Events,1,215,0.014604986,0.786652359,0.786652359,2,12,9.07E-04,9606,Homo sapiens,NUP107,,R-HSA-9614369;R-HSA-9614367
R-HSA-5357801,Programmed Cell Death,1,218,0.014808777,0.791235765,0.791235765,2,175,0.013228513,9606,Homo sapiens,YWHAZ,,R-HSA-139906;R-HSA-139899
R-HSA-397014,Muscle contraction,1,224,0.015216358,0.800111987,0.800111987,1,42,0.003174843,9606,Homo sapiens,ATP2A2,,R-HSA-427910
R-HSA-6805567,Keratinization,1,226,0.015352218,0.802986841,0.802986841,9,34,0.002570111,9606,Homo sapiens,EVPL,,R-HSA-6811539;R-HSA-6814387;R-HSA-6814734;R-HSA-6810894;R-HSA-6814764;R-HSA-6810843;R-HSA-6814187;R-HSA-6814298;R-HSA-6810937
R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,1,233,0.015827729,0.812730055,0.812730055,1,67,0.005064631,9606,Homo sapiens,COX6C,,R-HSA-163214
R-HSA-376176,Signaling by ROBO receptors,1,235,0.015963589,0.815425093,0.815425093,2,60,0.00453549,9606,Homo sapiens,SRGAP1,,R-HSA-428533;R-HSA-376145
R-HSA-72312,rRNA processing,1,245,0.016642891,0.828334714,0.828334714,2,21,0.001587422,9606,Homo sapiens,BOP1,,R-HSA-6791219;R-HSA-6791228
R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,3,629,0.042728076,0.83099788,0.83099788,78,704,0.053216418,9606,Homo sapiens,YTHDF1;FRS2;ATP6V1C1,,R-HSA-5654614;R-HSA-9032073;R-HSA-5654615;R-HSA-109699;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654620;R-HSA-9032067;R-HSA-5654618;R-HSA-5654596;R-HSA-5654594;R-HSA-5654592;R-HSA-5654734;R-HSA-5654607;R-HSA-5654730;R-HSA-5654729;R-HSA-9031981;R-HSA-5654643;R-HSA-8941613;R-HSA-5654640;R-HSA-5654641;R-HSA-5654655;R-HSA-5654399;R-HSA-5654397;R-HSA-5654392;R-HSA-5654631;R-HSA-8941628;R-HSA-8941618;R-HSA-5654637;R-HSA-5654633;R-HSA-8941623;R-HSA-5654422;R-HSA-5654679;R-HSA-5654677;R-HSA-5654418;R-HSA-5654416;R-HSA-5654672;R-HSA-5654673;R-HSA-5654684;R-HSA-5654662;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-170964;R-HSA-5654413;R-HSA-5654669;R-HSA-5654667;R-HSA-170975;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-177501;R-HSA-170978;R-HSA-170979;R-HSA-74723;R-HSA-5654709;R-HSA-170977;R-HSA-5654705;R-HSA-5654591;R-HSA-5654717;R-HSA-5654586;R-HSA-5654714;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-9028728;R-HSA-5654692;R-HSA-9028730;R-HSA-5654565;R-HSA-5654690;R-HSA-5654562;R-HSA-5252133;R-HSA-5654560;R-HSA-5654575;R-HSA-5654701;R-HSA-5654697;R-HSA-5654569
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,1,255,0.017322193,0.840349403,0.840349403,1,144,0.010885177,9606,Homo sapiens,GPR172A,,R-HSA-3165230
R-HSA-109582,Hemostasis,4,831,0.056449969,0.84996895,0.84996895,8,333,0.025171971,9606,Homo sapiens,KIFC2;ATP2A2;YWHAZ;CABLES2,,R-HSA-443831;R-HSA-983259;R-HSA-1013833;R-HSA-430076;R-HSA-418365;R-HSA-443402;R-HSA-983266;R-HSA-430073
R-HSA-162906,HIV Infection,1,267,0.018137355,0.853671993,0.853671993,5,160,0.012094641,9606,Homo sapiens,NUP107,,R-HSA-165043;R-HSA-180710;R-HSA-165047;R-HSA-180622;R-HSA-180732
R-HSA-9609646,HCMV Infection,1,270,0.018341145,0.856826786,0.856826786,4,31,0.002343337,9606,Homo sapiens,NUP107,,R-HSA-9614369;R-HSA-9636128;R-HSA-9614367;R-HSA-9629004
R-HSA-416476,G alpha (q) signalling events,1,283,0.019224237,0.869736992,0.869736992,1,35,0.002645703,9606,Homo sapiens,ASH2L,,R-HSA-400586
R-HSA-162582,Signal Transduction,20,3423,0.232524964,0.873439049,0.873439049,130,2408,0.18202434,9606,Homo sapiens,YTHDF1;NUP107;ATP2A2;ASH2L;SCRIB;FRS2;BRCA1;YWHAZ;CIT;SHARPIN;CTTN;CCND1;RPS6KB2;RHPN1;EIF4EBP1;SRGAP1;ATP6V1C1,,R-HSA-5654614;R-HSA-9032073;R-HSA-5654615;R-HSA-5357904;R-HSA-5654612;R-HSA-5654608;R-HSA-5666129;R-HSA-5654622;R-HSA-3769393;R-HSA-3769392;R-HSA-75016;R-HSA-5654620;R-HSA-9032067;R-HSA-5654618;R-HSA-5654596;R-HSA-5654594;R-HSA-5654592;R-HSA-3769391;R-HSA-4608862;R-HSA-5654607;R-HSA-5661517;R-HSA-9009065;R-HSA-4608866;R-HSA-5654643;R-HSA-5654640;R-HSA-5666160;R-HSA-5654641;R-HSA-5654655;R-HSA-5654399;R-HSA-1912374;R-HSA-5654397;R-HSA-5654392;R-HSA-5666169;R-HSA-5654631;R-HSA-5692768;R-HSA-5692781;R-HSA-5654637;R-HSA-165692;R-HSA-5654633;R-HSA-9604308;R-HSA-8981443;R-HSA-165708;R-HSA-9009371;R-HSA-5672965;R-HSA-419166;R-HSA-177501;R-HSA-194913;R-HSA-9011949;R-HSA-194922;R-HSA-5654591;R-HSA-9009378;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5671993;R-HSA-5654566;R-HSA-5671972;R-HSA-5654565;R-HSA-5671970;R-HSA-5654562;R-HSA-5252133;R-HSA-5654560;R-HSA-5625901;R-HSA-5654575;R-HSA-9011952;R-HSA-1912416;R-HSA-5654569;R-HSA-5357776;R-HSA-109699;R-HSA-8850945;R-HSA-3364026;R-HSA-5667008;R-HSA-4395227;R-HSA-5654734;R-HSA-8848414;R-HSA-5654730;R-HSA-199839;R-HSA-3364014;R-HSA-5654729;R-HSA-9031981;R-HSA-8941613;R-HSA-9623355;R-HSA-2316434;R-HSA-9604387;R-HSA-8848436;R-HSA-8941628;R-HSA-5671919;R-HSA-8941618;R-HSA-5667052;R-HSA-8941623;R-HSA-9623341;R-HSA-5654422;R-HSA-5654679;R-HSA-5654677;R-HSA-5654418;R-HSA-5654416;R-HSA-5654672;R-HSA-5654673;R-HSA-5654684;R-HSA-400586;R-HSA-5654662;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-442832;R-HSA-170964;R-HSA-5654413;R-HSA-5654669;R-HSA-5654667;R-HSA-170975;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-170978;R-HSA-170979;R-HSA-74723;R-HSA-5654709;R-HSA-170977;R-HSA-5654705;R-HSA-5654717;R-HSA-205039;R-HSA-5654714;R-HSA-9028728;R-HSA-5654692;R-HSA-9028730;R-HSA-5654690;R-HSA-201717;R-HSA-3364042;R-HSA-5654701;R-HSA-5654697
R-HSA-112316,Neuronal System,2,501,0.034033014,0.87609776,0.87609776,14,216,0.016327765,9606,Homo sapiens,SHARPIN;STX1A,,R-HSA-888589;R-HSA-380869;R-HSA-380901;R-HSA-6794351;R-HSA-380905;R-HSA-374922;R-HSA-372529;R-HSA-374899;R-HSA-6794353;R-HSA-210426;R-HSA-380574;R-HSA-372505;R-HSA-210430;R-HSA-917744
R-HSA-76002,"Platelet activation, signaling and aggregation",1,296,0.02010733,0.881493149,0.881493149,4,115,0.008693023,9606,Homo sapiens,YWHAZ,,R-HSA-443831;R-HSA-430076;R-HSA-443402;R-HSA-430073
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,2,529,0.035935059,0.894663209,0.894663209,37,448,0.033864994,9606,Homo sapiens,RPS6KB2;FRS2,,R-HSA-5655252;R-HSA-8853316;R-HSA-8853315;R-HSA-8853314;R-HSA-5655315;R-HSA-5655248;R-HSA-5655326;R-HSA-5655262;R-HSA-5655263;R-HSA-8853323;R-HSA-5655323;R-HSA-5655320;R-HSA-5655235;R-HSA-5655233;R-HSA-5655245;R-HSA-2399999;R-HSA-5655240;R-HSA-5655241;R-HSA-5655351;R-HSA-5655348;R-HSA-5655284;R-HSA-5655285;R-HSA-5655347;R-HSA-5655295;R-HSA-5655290;R-HSA-2400009;R-HSA-5655289;R-HSA-5655270;R-HSA-5655268;R-HSA-5655269;R-HSA-5655266;R-HSA-5655278;R-HSA-8853310;R-HSA-8853308;R-HSA-5655277;R-HSA-8853307;R-HSA-5655339
R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,1,315,0.021398003,0.89680937,0.89680937,4,9,6.80E-04,9606,Homo sapiens,UBE2C,,R-HSA-983157;R-HSA-983156;R-HSA-983140;R-HSA-983152
R-HSA-8957322,Metabolism of steroids,1,323,0.021941444,0.902655832,0.902655832,1,237,0.017915186,9606,Homo sapiens,ADRM1,,R-HSA-8867667
R-HSA-1280215,Cytokine Signaling in Immune system,5,1108,0.075266626,0.903637762,0.903637762,5,687,0.051931363,9606,Homo sapiens,NUP107;CCND1;YWHAZ;STX1A,,R-HSA-6790036;R-HSA-912757;R-HSA-1176059;R-HSA-449117;R-HSA-914182
R-HSA-1852241,Organelle biogenesis and maintenance,1,335,0.022756606,0.910815775,0.910815775,8,86,0.006500869,9606,Homo sapiens,TUBG1,,R-HSA-5626228;R-HSA-5626227;R-HSA-5626220;R-HSA-5626223;R-HSA-5626681;R-HSA-5617816;R-HSA-5626699;R-HSA-5638009
R-HSA-5673001,RAF/MAP kinase cascade,1,345,0.023435908,0.917095349,0.917095349,1,75,0.005669363,9606,Homo sapiens,FRS2,,R-HSA-5672965
R-HSA-382551,Transport of small molecules,4,967,0.065688472,0.91985462,0.91985462,6,441,0.033335853,9606,Homo sapiens,VDAC3;ATP2A2;SLC39A4;ATP6V1C1,,R-HSA-427910;R-HSA-442422;R-HSA-8949145;R-HSA-5252133;R-HSA-418365;R-HSA-917841
R-HSA-5684996,MAPK1/MAPK3 signaling,1,352,0.023911419,0.921228454,0.921228454,1,82,0.006198503,9606,Homo sapiens,FRS2,,R-HSA-5672965
